Problem,Algorithm,GenNo,PopSize,Median-HV,IQR-HV,Median-spreads,IQR-spreads,Median-PFS,IQR-PFS
 MONRP_50_4_5_4_90, NSGAIISC-4096,5,100,450603.6983,17839.70738,0.613290088,0.048548725,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,5,100,410812.4929,12323.32523,0.594698244,0.05929307,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,5,100,119416.5968,5389.77035,0.628439259,0.056548699,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,5,100,411751.8648,21043.64453,0.623973778,0.042237453,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,5,100,511508.66,24575.68223,0.615480994,0.030566451,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,5,100,116948.0393,6045.56445,0.616190136,0.080974588,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,5,100,251617.5583,8624.82905,0.659890708,0.058591644,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,5,100,156655.2485,4047.961375,0.594937323,0.034067567,100,0
 MONRP_50_4_5_4_90, SPEA2SC-8192,5,100,248582.6945,7966.01655,0.608966488,0.033539649,100,0
 MONRP_50_4_5_4_90, SPEA2SC-4096,5,100,439565.4939,20638.57323,0.586173174,0.055207846,100,0
 MONRP_50_4_5_4_90, SPEA2SC-2048,5,100,256270.0332,10734.23618,0.618112271,0.056457477,100,0
 MONRP_50_4_5_4_90, SPEA2SC-10000,5,100,271612.9847,15224.7283,0.620330921,0.053726388,100,0
 MONRP_50_4_5_4_90, NSGAIISC-10000,5,100,269569.5822,11449.7294,0.643710891,0.051761883,100,0
 MONRP_50_4_5_4_110, NSGAII-normal,5,100,240788.4779,6695.859625,0.641995526,0.058831202,100,0
 MONRP_50_4_5_4_110, NSGAIISC-8192,5,100,259015.6652,10210.1274,0.643478432,0.040703574,100,0
 MONRP_50_4_5_4_110, SPEA2SC-512,5,100,151689.3565,6917.2186,0.635526188,0.059552279,100,0
 MONRP_50_4_5_4_110, NSGAIISC-4096,5,100,210847.3999,3694.91555,0.655354693,0.05754263,100,0
 MONRP_50_4_5_4_110, SPEA2SC-100,5,100,273686.5295,9887.989025,0.57254802,0.033391292,100,0
 MONRP_50_4_5_4_110, NSGAIISC-1024,5,100,537216.4356,22192.09563,0.616346779,0.052713253,100,0
 MONRP_50_4_5_4_110, NSGAIISC-100,5,100,275245.5318,12975.71583,0.659557252,0.039424225,100,0
 MONRP_50_4_5_4_110, NSGAIISC-512,5,100,152101.8443,7636.9271,0.633683038,0.043317879,100,0
 MONRP_50_4_5_4_110, SPEA2SC-1024,5,100,535958.841,12897.38465,0.56863791,0.051053171,100,0
 MONRP_50_4_5_4_110, NSGAIISC-2048,5,100,140696.6479,7999.752375,0.660758383,0.028492304,100,0
 MONRP_50_4_5_4_110, SPEA2-normal,5,100,239975.8261,4383.9497,0.605702455,0.072942683,100,0
 MONRP_50_4_5_4_110, SPEA2SC-8192,5,100,262019.0012,5938.429225,0.591702893,0.066712016,100,0
 MONRP_50_4_5_4_110, SPEA2SC-4096,5,100,210004.693,6036.44605,0.608791741,0.096821125,100,0
 MONRP_50_4_5_4_110, SPEA2SC-2048,5,100,139559.1812,3887.568625,0.60456045,0.040103467,100,0
 MONRP_50_4_5_4_110, SPEA2SC-10000,5,100,549722.3119,21079.20895,0.617885283,0.043431681,100,0
 MONRP_50_4_5_4_110, NSGAIISC-10000,5,100,564634.2113,16948.86368,0.602390212,0.053287923,100,0
 POM3A, NSGAII-normal,6,100,1301771.45,7702.758075,0.591508491,0.095523245,100,0
 POM3A, NSGAIISC-8192,6,100,1300747.492,12411.53665,0.619092963,0.058212304,100,0
 POM3A, SPEA2SC-512,6,100,1299524.422,10699.66783,0.561843674,0.066318313,100,0
 POM3A, NSGAIISC-4096,6,100,1304360.823,7857.506175,0.62070696,0.064693324,100,0
 POM3A, SPEA2SC-100,6,100,1300549.452,12889.54363,0.557605763,0.050789675,100,0
 POM3A, NSGAIISC-1024,6,100,1301366.869,5452.0464,0.582584068,0.08128176,100,0
 POM3A, NSGAIISC-100,6,100,1302188.028,8735.719775,0.628168561,0.047013578,100,0
 POM3A, NSGAIISC-512,6,100,1300563.372,13122.44053,0.582887956,0.055055397,100,0
 POM3A, SPEA2SC-1024,6,100,1302755.676,11403.12605,0.56402009,0.051078041,100,0
 POM3A, NSGAIISC-2048,6,100,1299627.341,9522.374025,0.596499559,0.09495505,100,0
 POM3A, SPEA2-normal,6,100,1301037.273,5850.927525,0.525357613,0.045343096,100,0
 POM3A, SPEA2SC-8192,6,100,1301656.652,7060.65815,0.584823145,0.062750449,100,0
 POM3A, SPEA2SC-4096,6,100,1303288.411,8848.856,0.580680682,0.066135998,100,0
 POM3A, SPEA2SC-2048,6,100,1300905.57,9189.738225,0.566529872,0.042368805,100,0
 POM3A, SPEA2SC-10000,6,100,1304061.138,10011.86193,0.605295687,0.058920996,100,0
 POM3A, NSGAIISC-10000,6,100,1299176.484,9284.536375,0.603108049,0.079784047,100,0
 POM3B, NSGAII-normal,6,100,1295335.864,8993.633625,0.576390634,0.062859655,100,0
 POM3B, NSGAIISC-8192,6,100,1297911.301,11368.52223,0.614554605,0.059069787,100,0
 POM3B, SPEA2SC-512,6,100,1296741.463,11414.3898,0.55740911,0.057102108,100,0
 POM3B, NSGAIISC-4096,6,100,1296005.006,12713.1208,0.578326096,0.077035304,100,0
 POM3B, SPEA2SC-100,6,100,1299203.763,12015.42825,0.559492231,0.059985689,100,0
 POM3B, NSGAIISC-1024,6,100,1297603.67,14635.51925,0.607084727,0.088891847,100,0
 POM3B, NSGAIISC-100,6,100,1294290.943,14577.0247,0.585888862,0.090902724,100,0
 POM3B, NSGAIISC-512,6,100,1296439.884,9303.871325,0.583604068,0.038608145,100,0
 POM3B, SPEA2SC-1024,6,100,1297879.854,10789.60253,0.542843818,0.052032971,100,0
 POM3B, NSGAIISC-2048,6,100,1299880.355,10714.30003,0.606394374,0.053415834,100,0
 POM3B, SPEA2-normal,6,100,1298033.729,17516.28185,0.555767839,0.043214555,100,0
 POM3B, SPEA2SC-8192,6,100,1296221.831,10621.97135,0.550825003,0.086352982,100,0
 POM3B, SPEA2SC-4096,6,100,1298879.463,9224.446075,0.595364718,0.057234417,100,0
 POM3B, SPEA2SC-2048,6,100,1296919.664,10972.7061,0.548833679,0.072384763,100,0
 POM3B, SPEA2SC-10000,6,100,1299348.014,18623.62065,0.584834058,0.052080588,100,0
 POM3B, NSGAIISC-10000,6,100,1297519.112,12411.81218,0.593535765,0.070998603,100,0
 POM3C, NSGAII-normal,6,100,983776.4171,31913.8754,0.577575791,0.0459969,100,0
 POM3C, NSGAIISC-8192,6,100,987844.5024,64181.53273,0.587480718,0.119793236,100,0
 POM3C, SPEA2SC-512,6,100,1000295.077,37885.00195,0.606844812,0.038920001,100,0
 POM3C, NSGAIISC-4096,6,100,995354.6347,28582.77583,0.599383289,0.086813095,100,0
 POM3C, SPEA2SC-100,6,100,984089.4956,38136.77038,0.609004961,0.067089346,100,0
 POM3C, NSGAIISC-1024,6,100,992118.4904,42730.87568,0.589398997,0.089213482,100,0
 POM3C, NSGAIISC-100,6,100,985599.3797,25903.61113,0.553269969,0.090379095,100,0
 POM3C, NSGAIISC-512,6,100,985679.2853,39040.45025,0.603076218,0.075418154,100,0
 POM3C, SPEA2SC-1024,6,100,981006.2841,34996.42275,0.616434694,0.08104882,100,0
 POM3C, NSGAIISC-2048,6,100,991008.6832,36564.42478,0.594013974,0.067233601,100,0
 POM3C, SPEA2-normal,6,100,983940.8996,34262.90435,0.587759819,0.059601238,100,0
 POM3C, SPEA2SC-8192,6,100,983220.9506,38947.9379,0.62741425,0.062146914,100,0
 POM3C, SPEA2SC-4096,6,100,999286.5688,40158.4442,0.616188679,0.06920003,100,0
 POM3C, SPEA2SC-2048,6,100,981767.5044,39207.41335,0.61607424,0.053024843,100,0
 POM3C, SPEA2SC-10000,6,100,1001009.247,39429.7324,0.626058951,0.04767197,100,0
 POM3C, NSGAIISC-10000,6,100,977738.7828,46060.32585,0.615838909,0.096350421,100,0
 POM3D, NSGAII-normal,6,100,1290016.085,10456.64753,0.724758924,0.047338256,100,0
 POM3D, NSGAIISC-8192,6,100,1294424.92,23274.52778,0.746575866,0.076425849,100,0
 POM3D, SPEA2SC-512,6,100,1291971.395,19644.3898,0.748362282,0.089074573,100,0
 POM3D, NSGAIISC-4096,6,100,1298326.898,19254.31903,0.765468764,0.069251417,100,0
 POM3D, SPEA2SC-100,6,100,1290458.078,7941.5968,0.705164993,0.089773211,100,0
 POM3D, NSGAIISC-1024,6,100,1290978.128,12625.91185,0.725660798,0.069829962,100,0
 POM3D, NSGAIISC-100,6,100,1290773.349,10691.82053,0.732567425,0.054001353,100,0
 POM3D, NSGAIISC-512,6,100,1294544.824,23313.87975,0.737437379,0.050637018,100,0
 POM3D, SPEA2SC-1024,6,100,1294561.776,17538.10385,0.710735469,0.073467515,100,0
 POM3D, NSGAIISC-2048,6,100,1295287.35,14101.32345,0.735731074,0.037470442,100,0
 POM3D, SPEA2-normal,6,100,1291475.631,10436.49915,0.708705838,0.079643756,100,0
 POM3D, SPEA2SC-8192,6,100,1297560.999,12711.3648,0.707864703,0.06892459,100,0
 POM3D, SPEA2SC-4096,6,100,1296051.856,11527.93575,0.69785131,0.059724222,100,0
 POM3D, SPEA2SC-2048,6,100,1297571.968,16084.92728,0.70070933,0.073427988,100,0
 POM3D, SPEA2SC-10000,6,100,1293718.373,11865.2208,0.710954676,0.100376976,100,0
 POM3D, NSGAIISC-10000,6,100,1295157.431,28167.67488,0.728052307,0.082247729,100,0
 xomo_flight, NSGAII-normal,6,100,140635050.1,2399873.076,0.676035933,0.034286504,100,0
 xomo_flight, NSGAIISC-8192,6,100,139425784.1,1555671.675,0.64270279,0.055183365,100,0
 xomo_flight, SPEA2SC-512,6,100,139721114.9,1293580.551,0.647696286,0.06944214,100,0
 xomo_flight, NSGAIISC-4096,6,100,139616872.5,3246839.845,0.679043001,0.048656688,100,0
 xomo_flight, SPEA2SC-100,6,100,139317709.6,1555418.179,0.656652331,0.056943565,100,0
 xomo_flight, NSGAIISC-1024,6,100,140482311.9,2748196.358,0.651837694,0.099340611,100,0
 xomo_flight, NSGAIISC-100,6,100,140251739.8,2573798.667,0.652585905,0.058174469,100,0
 xomo_flight, NSGAIISC-512,6,100,139805082.9,1121703.525,0.691016687,0.03911648,100,0
 xomo_flight, SPEA2SC-1024,6,100,139957410.5,3218811.929,0.653046939,0.041080595,100,0
 xomo_flight, NSGAIISC-2048,6,100,138622265.2,1825021.941,0.645668497,0.066139203,100,0
 xomo_flight, SPEA2-normal,6,100,139724884.3,1884833.567,0.661431533,0.060773226,100,0
 xomo_flight, SPEA2SC-8192,6,100,139795294.1,2063013.266,0.646834142,0.045902647,100,0
 xomo_flight, SPEA2SC-4096,6,100,140656122.5,2741170.055,0.660030194,0.051495602,100,0
 xomo_flight, SPEA2SC-2048,6,100,140057556.6,2531271.445,0.647602015,0.054943844,100,0
 xomo_flight, SPEA2SC-10000,6,100,140697443.5,2432860.768,0.646258001,0.063401155,100,0
 xomo_flight, NSGAIISC-10000,6,100,140029712.1,3127365.681,0.664495001,0.068232725,100,0
 xomo_all, NSGAII-normal,6,100,140612998.2,1436897.007,0.684913538,0.027223258,100,0
 xomo_all, NSGAIISC-8192,6,100,140973129.2,2067338.934,0.676711038,0.042946993,100,0
 xomo_all, SPEA2SC-512,6,100,141074408,1736449.532,0.633785349,0.054945033,100,0
 xomo_all, NSGAIISC-4096,6,100,140459278.9,2038503.072,0.69142886,0.032682037,100,0
 xomo_all, SPEA2SC-100,6,100,140498793.1,1801962.419,0.647247629,0.059754471,100,0
 xomo_all, NSGAIISC-1024,6,100,141406011.7,2602329.053,0.664193537,0.064258205,100,0
 xomo_all, NSGAIISC-100,6,100,139726998.3,2069312.651,0.680846173,0.047777905,100,0
 xomo_all, NSGAIISC-512,6,100,140492759.9,1134988.117,0.66966019,0.064211952,100,0
 xomo_all, SPEA2SC-1024,6,100,140710092.1,1319921.849,0.664331118,0.048265575,100,0
 xomo_all, NSGAIISC-2048,6,100,139817625.6,2256481.408,0.68603322,0.060702161,100,0
 xomo_all, SPEA2-normal,6,100,140556355.1,2318853.009,0.650046469,0.04926866,100,0
 xomo_all, SPEA2SC-8192,6,100,140625311.1,2150170.565,0.633775561,0.060724743,100,0
 xomo_all, SPEA2SC-4096,6,100,140141957.8,2269409.125,0.65066154,0.061489699,100,0
 xomo_all, SPEA2SC-2048,6,100,141262297.1,1423677.557,0.653855336,0.032321022,100,0
 xomo_all, SPEA2SC-10000,6,100,140409542.6,2889963.18,0.669040834,0.054290358,100,0
 xomo_all, NSGAIISC-10000,6,100,139718816.7,1561376.844,0.684026315,0.047143193,100,0
 xomo_ground, NSGAII-normal,6,100,140811992.3,1272825.227,0.673382506,0.052875733,100,0
 xomo_ground, NSGAIISC-8192,6,100,140194060.1,2284411.292,0.647953003,0.059471616,100,0
 xomo_ground, SPEA2SC-512,6,100,140253507.3,3679574.117,0.665797059,0.028011226,100,0
 xomo_ground, NSGAIISC-4096,6,100,140857124.3,2299445.559,0.657748057,0.031023926,100,0
 xomo_ground, SPEA2SC-100,6,100,140016808.4,2999445.647,0.637114675,0.050923492,100,0
 xomo_ground, NSGAIISC-1024,6,100,139279527.2,1619809.032,0.663440523,0.05288502,100,0
 xomo_ground, NSGAIISC-100,6,100,140265873.4,1330065.278,0.66962919,0.044584821,100,0
 xomo_ground, NSGAIISC-512,6,100,140621876.9,2853554.386,0.67898517,0.043775239,100,0
 xomo_ground, SPEA2SC-1024,6,100,140380698,2683815.925,0.644783903,0.043202119,100,0
 xomo_ground, NSGAIISC-2048,6,100,141237955.7,1966899.481,0.670202106,0.045018786,100,0
 xomo_ground, SPEA2-normal,6,100,140960759,1941199.567,0.642235104,0.036955306,100,0
 xomo_ground, SPEA2SC-8192,6,100,140435813.3,1933361.386,0.66843371,0.049894772,100,0
 xomo_ground, SPEA2SC-4096,6,100,140008755.6,1698739.803,0.63645574,0.042105035,100,0
 xomo_ground, SPEA2SC-2048,6,100,139159876.1,1844397.585,0.655813979,0.05352907,100,0
 xomo_ground, SPEA2SC-10000,6,100,139834345.6,2693733.843,0.632709167,0.046810238,100,0
 xomo_ground, NSGAIISC-10000,6,100,139168050.2,2078524.271,0.680829987,0.045659615,100,0
 xomo_osp, NSGAII-normal,6,100,140054538.6,1807704.398,0.68840625,0.055236863,100,0
 xomo_osp, NSGAIISC-8192,6,100,139661505.4,2051955.145,0.696687785,0.056211362,100,0
 xomo_osp, SPEA2SC-512,6,100,140358443.9,2137691.103,0.65492795,0.064774031,100,0
 xomo_osp, NSGAIISC-4096,6,100,140381642.6,2328652.552,0.691003516,0.065483508,100,0
 xomo_osp, SPEA2SC-100,6,100,139896469.2,1836265.644,0.649574963,0.068805164,100,0
 xomo_osp, NSGAIISC-1024,6,100,140543323.1,1918416.306,0.705857696,0.051648145,100,0
 xomo_osp, NSGAIISC-100,6,100,140275149,1377997.161,0.668316827,0.042235153,100,0
 xomo_osp, NSGAIISC-512,6,100,140597012.9,3178145.119,0.682649522,0.051399748,100,0
 xomo_osp, SPEA2SC-1024,6,100,140070256.6,2232862.164,0.661311315,0.056159757,100,0
 xomo_osp, NSGAIISC-2048,6,100,140647228.8,1899749.484,0.698136847,0.053658378,100,0
 xomo_osp, SPEA2-normal,6,100,140497023.1,1573448.654,0.662797361,0.04203389,100,0
 xomo_osp, SPEA2SC-8192,6,100,140659912.3,1789806.548,0.646569144,0.041048896,100,0
 xomo_osp, SPEA2SC-4096,6,100,140714735.1,2075018.775,0.665432723,0.034088589,100,0
 xomo_osp, SPEA2SC-2048,6,100,141185788.6,2987335.494,0.673094008,0.055819345,100,0
 xomo_osp, SPEA2SC-10000,6,100,140614548.9,2455504.445,0.666756652,0.041911948,100,0
 xomo_osp, NSGAIISC-10000,6,100,140687229.4,1721561.898,0.683925395,0.086406916,100,0
 xomoo2, NSGAII-normal,6,100,139006240.1,1655377.056,0.683366716,0.043764746,100,0
 xomoo2, NSGAIISC-8192,6,100,139793066.8,2122861.187,0.676766585,0.047673735,100,0
 xomoo2, SPEA2SC-512,6,100,139383869.9,2352324.252,0.649310737,0.060799642,100,0
 xomoo2, NSGAIISC-4096,6,100,139074522,3647334.681,0.67263042,0.080419032,100,0
 xomoo2, SPEA2SC-100,6,100,139058768.8,2679688.159,0.658676402,0.076533697,100,0
 xomoo2, NSGAIISC-1024,6,100,139587184.4,2833798.592,0.688647919,0.032125398,100,0
 xomoo2, NSGAIISC-100,6,100,138902416.2,1427442.141,0.653537838,0.043013546,100,0
 xomoo2, NSGAIISC-512,6,100,138224026.5,1961034.36,0.7024254,0.060843014,100,0
 xomoo2, SPEA2SC-1024,6,100,138797051.8,1986113.705,0.661013457,0.039764996,100,0
 xomoo2, NSGAIISC-2048,6,100,138872830.4,2739715.806,0.696275296,0.061286643,100,0
 xomoo2, SPEA2-normal,6,100,140026517.5,2133433.046,0.657440378,0.043188791,100,0
 xomoo2, SPEA2SC-8192,6,100,139198697.1,1926041.89,0.66506102,0.034785771,100,0
 xomoo2, SPEA2SC-4096,6,100,139262256.3,2385715.397,0.664495859,0.04467199,100,0
 xomoo2, SPEA2SC-2048,6,100,139158186.1,1831926.578,0.662258837,0.066620017,100,0
 xomoo2, SPEA2SC-10000,6,100,138597815.5,1783316.037,0.670482644,0.047839541,100,0
 xomoo2, NSGAIISC-10000,6,100,139820816.6,1704495.948,0.688584026,0.045493415,100,0
 MONRP_50_4_5_0_90, NSGAII-normal,6,100,407157.9273,10698.97223,0.615095669,0.068970957,100,0
 MONRP_50_4_5_0_90, NSGAIISC-8192,6,100,489778.6187,14473.67418,0.624903582,0.018347898,100,0
 MONRP_50_4_5_0_90, SPEA2SC-512,6,100,520727.0837,22094.78025,0.562310386,0.037200098,100,0
 MONRP_50_4_5_0_90, NSGAIISC-4096,6,100,145582.3458,6350.433975,0.652848064,0.047971985,100,0
 MONRP_50_4_5_0_90, SPEA2SC-100,6,100,220373.3924,9127.14015,0.565001945,0.051309166,100,0
 MONRP_50_4_5_0_90, NSGAIISC-1024,6,100,434014.9625,10795.31133,0.644893899,0.064132361,100,0
 MONRP_50_4_5_0_90, NSGAIISC-100,6,100,220675.6558,9933.796375,0.648864103,0.063667399,100,0
 MONRP_50_4_5_0_90, NSGAIISC-512,6,100,528623.6522,17653.26825,0.625377252,0.051752955,100,0
 MONRP_50_4_5_0_90, SPEA2SC-1024,6,100,434568.1476,14213.65823,0.602134305,0.076262476,100,0
 MONRP_50_4_5_0_90, NSGAIISC-2048,6,100,303126.8427,9730.23095,0.624614595,0.059780023,100,0
 MONRP_50_4_5_0_90, SPEA2-normal,6,100,415262.3463,13091.61293,0.57140931,0.067976913,100,0
 MONRP_50_4_5_0_90, SPEA2SC-8192,6,100,497587.8996,16748.49965,0.567656584,0.040146374,100,0
 MONRP_50_4_5_0_90, SPEA2SC-4096,6,100,144280.3593,4404.848975,0.566278233,0.062464915,100,0
 MONRP_50_4_5_0_90, SPEA2SC-2048,6,100,309466.1555,14189.4282,0.590177422,0.022352034,100,0
 MONRP_50_4_5_0_90, SPEA2SC-10000,6,100,435510.5936,21096.19558,0.585169606,0.05700452,100,0
 MONRP_50_4_5_0_90, NSGAIISC-10000,6,100,436399.962,22789.1333,0.623987715,0.071486652,100,0
 MONRP_50_4_5_0_110, NSGAII-normal,6,100,506695.3553,5543.17505,0.626609558,0.04003794,100,0
 MONRP_50_4_5_0_110, NSGAIISC-8192,6,100,527675.8375,20246.167,0.621020932,0.043139959,100,0
 MONRP_50_4_5_0_110, SPEA2SC-512,6,100,444524.7454,7338.181225,0.593222612,0.057446452,100,0
 MONRP_50_4_5_0_110, NSGAIISC-4096,6,100,148543.4114,5391.458925,0.651177494,0.041996969,100,0
 MONRP_50_4_5_0_110, SPEA2SC-100,6,100,372358.935,15990.45303,0.587406644,0.04084819,100,0
 MONRP_50_4_5_0_110, NSGAIISC-1024,6,100,450568.6685,6353.595425,0.633002025,0.034651417,100,0
 MONRP_50_4_5_0_110, NSGAIISC-100,6,100,376563.8652,17400.72335,0.615998159,0.057066313,100,0
 MONRP_50_4_5_0_110, NSGAIISC-512,6,100,446465.4835,15715.13005,0.611190251,0.08293719,100,0
 MONRP_50_4_5_0_110, SPEA2SC-1024,6,100,443754.9505,14977.88828,0.574020402,0.047906932,100,0
 MONRP_50_4_5_0_110, NSGAIISC-2048,6,100,417565.1439,17673.66848,0.612112959,0.084122808,100,0
 MONRP_50_4_5_0_110, SPEA2-normal,6,100,500060.1133,13502.69563,0.574373843,0.040636545,100,0
 MONRP_50_4_5_0_110, SPEA2SC-8192,6,100,520422.5928,24373.5516,0.567992796,0.051523368,100,0
 MONRP_50_4_5_0_110, SPEA2SC-4096,6,100,149544.1014,8641.879075,0.589736297,0.061476407,100,0
 MONRP_50_4_5_0_110, SPEA2SC-2048,6,100,418561.6683,13255.68155,0.555453476,0.046599932,100,0
 MONRP_50_4_5_0_110, SPEA2SC-10000,6,100,213440.711,6490.716875,0.592965013,0.046907121,100,0
 MONRP_50_4_5_0_110, NSGAIISC-10000,6,100,211925.9548,4159.291825,0.644991638,0.061275272,100,0
 MONRP_50_4_5_4_90, NSGAII-normal,6,100,162972.4823,7954.304975,0.648534911,0.051855478,100,0
 MONRP_50_4_5_4_90, NSGAIISC-8192,6,100,259306.4239,10902.095,0.631947683,0.08320555,100,0
 MONRP_50_4_5_4_90, SPEA2SC-512,6,100,528781.1729,16115.15838,0.557640588,0.064775887,100,0
 MONRP_50_4_5_4_90, NSGAIISC-4096,6,100,461079.1836,20062.3151,0.635170363,0.048474729,100,0
 MONRP_50_4_5_4_90, SPEA2SC-100,6,100,421820.705,16514.9897,0.598758296,0.046659504,100,0
 MONRP_50_4_5_4_90, NSGAIISC-1024,6,100,122220.8305,4957.6597,0.631915297,0.052105937,100,0
 MONRP_50_4_5_4_90, NSGAIISC-100,6,100,417657.0681,20355.01743,0.627975472,0.057906726,100,0
 MONRP_50_4_5_4_90, NSGAIISC-512,6,100,525199.2258,29007.81353,0.627757046,0.056896454,100,0
 MONRP_50_4_5_4_90, SPEA2SC-1024,6,100,121844.1331,4762.181675,0.592468663,0.072378054,100,0
 MONRP_50_4_5_4_90, NSGAIISC-2048,6,100,259468.8953,6926.1239,0.630357744,0.052767935,100,0
 MONRP_50_4_5_4_90, SPEA2-normal,6,100,161445.5583,5780.852,0.576804664,0.053049346,100,0
 MONRP_50_4_5_4_90, SPEA2SC-8192,6,100,256958.3204,9797.2186,0.612774399,0.029489144,100,0
 MONRP_50_4_5_4_90, SPEA2SC-4096,6,100,450926.3874,21656.87473,0.588273622,0.076186256,100,0
 MONRP_50_4_5_4_90, SPEA2SC-2048,6,100,263689.1981,10540.76475,0.60569085,0.04076024,100,0
 MONRP_50_4_5_4_90, SPEA2SC-10000,6,100,278717.7795,13632.50765,0.613163038,0.068405073,100,0
 MONRP_50_4_5_4_90, NSGAIISC-10000,6,100,275966.8489,10520.26958,0.613458009,0.085187754,100,0
 MONRP_50_4_5_4_110, NSGAII-normal,6,100,243578.8895,6582.709025,0.639267417,0.042324755,100,0
 MONRP_50_4_5_4_110, NSGAIISC-8192,6,100,265444.1185,7431.014925,0.634206365,0.047799052,100,0
 MONRP_50_4_5_4_110, SPEA2SC-512,6,100,155086.7289,6766.318975,0.607730079,0.046996891,100,0
 MONRP_50_4_5_4_110, NSGAIISC-4096,6,100,216121.8337,5917.561275,0.651584429,0.038922905,100,0
 MONRP_50_4_5_4_110, SPEA2SC-100,6,100,279100.8527,7258.75105,0.571012698,0.033966897,100,0
 MONRP_50_4_5_4_110, NSGAIISC-1024,6,100,547065.7512,16664.8095,0.637672439,0.039395638,100,0
 MONRP_50_4_5_4_110, NSGAIISC-100,6,100,279891.897,9207.504375,0.653094999,0.055312302,100,0
 MONRP_50_4_5_4_110, NSGAIISC-512,6,100,156562.0035,5765.171775,0.647527529,0.055547614,100,0
 MONRP_50_4_5_4_110, SPEA2SC-1024,6,100,544939.9154,10985.84028,0.580113486,0.06464304,100,0
 MONRP_50_4_5_4_110, NSGAIISC-2048,6,100,143096.006,9185.24375,0.659750496,0.047531471,100,0
 MONRP_50_4_5_4_110, SPEA2-normal,6,100,244953.1197,4271.6925,0.577292361,0.037575207,100,0
 MONRP_50_4_5_4_110, SPEA2SC-8192,6,100,268925.5859,6284.09075,0.582331566,0.041877584,100,0
 MONRP_50_4_5_4_110, SPEA2SC-4096,6,100,217250.7,5330.472375,0.593913625,0.058844744,100,0
 MONRP_50_4_5_4_110, SPEA2SC-2048,6,100,143008.6893,4532.452025,0.601195691,0.051672519,100,0
 MONRP_50_4_5_4_110, SPEA2SC-10000,6,100,569498.4198,23142.13018,0.597347358,0.015236959,100,0
 MONRP_50_4_5_4_110, NSGAIISC-10000,6,100,573252.8895,15195.93468,0.627753859,0.051217312,100,0
 POM3A, NSGAII-normal,7,100,1306356.642,6549.897375,0.594641088,0.0567766,100,0
 POM3A, NSGAIISC-8192,7,100,1304127.431,10726.7917,0.63675609,0.071643411,100,0
 POM3A, SPEA2SC-512,7,100,1305281.367,7028.822475,0.559163931,0.062858627,100,0
 POM3A, NSGAIISC-4096,7,100,1306518.71,7636.435625,0.635615514,0.060690919,100,0
 POM3A, SPEA2SC-100,7,100,1303267.783,8391.5167,0.582085862,0.061898604,100,0
 POM3A, NSGAIISC-1024,7,100,1304146.463,7457.114825,0.621126503,0.080077292,100,0
 POM3A, NSGAIISC-100,7,100,1304195.546,7166.642225,0.596312111,0.045073287,100,0
 POM3A, NSGAIISC-512,7,100,1303371.983,11664.67145,0.590931572,0.074842342,100,0
 POM3A, SPEA2SC-1024,7,100,1304686.418,8669.73545,0.583461462,0.03243299,100,0
 POM3A, NSGAIISC-2048,7,100,1304376.655,10121.28373,0.625199189,0.069727675,100,0
 POM3A, SPEA2-normal,7,100,1304941.745,6936.3918,0.539569495,0.066323769,100,0
 POM3A, SPEA2SC-8192,7,100,1304428.763,7340.5806,0.609941638,0.080328595,100,0
 POM3A, SPEA2SC-4096,7,100,1306528.768,10908.2276,0.60225822,0.07045684,100,0
 POM3A, SPEA2SC-2048,7,100,1303938.286,7514.362925,0.576899051,0.080923059,100,0
 POM3A, SPEA2SC-10000,7,100,1307441.028,7325.70065,0.607260702,0.06080731,100,0
 POM3A, NSGAIISC-10000,7,100,1302034.776,7913.51675,0.610293869,0.038484911,100,0
 POM3B, NSGAII-normal,7,100,1298629.02,9125.930225,0.575299581,0.075581805,100,0
 POM3B, NSGAIISC-8192,7,100,1300292.087,11840.00135,0.617105709,0.062528094,100,0
 POM3B, SPEA2SC-512,7,100,1299912.834,10134.01675,0.571651291,0.06201145,100,0
 POM3B, NSGAIISC-4096,7,100,1298058.909,13021.63335,0.590108124,0.082013631,100,0
 POM3B, SPEA2SC-100,7,100,1302553.313,7974.84825,0.580329429,0.054639105,100,0
 POM3B, NSGAIISC-1024,7,100,1300406.419,13600.41085,0.602640661,0.063047602,100,0
 POM3B, NSGAIISC-100,7,100,1295007.158,14363.1688,0.605459197,0.074762465,100,0
 POM3B, NSGAIISC-512,7,100,1298582.996,7155.5995,0.606298098,0.085237562,100,0
 POM3B, SPEA2SC-1024,7,100,1300792.448,12066.8236,0.575245119,0.052125488,100,0
 POM3B, NSGAIISC-2048,7,100,1302171.531,10860.00465,0.612031698,0.0369116,100,0
 POM3B, SPEA2-normal,7,100,1303462.917,15396.16575,0.574780495,0.080922322,100,0
 POM3B, SPEA2SC-8192,7,100,1297309.61,9279.507025,0.551229509,0.054422396,100,0
 POM3B, SPEA2SC-4096,7,100,1302172.858,6521.9609,0.597058005,0.089498203,100,0
