$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1,>>f2,>>f3
3,0,2,0,2,1,1,-1,2,0,3,0,1,1,2,2,3,2,1,1,0,3,0,3,0,0,-1,2,0,0,1,-1,1,2,1,-1,0,1,0,3,1,2,-1,1,2,0,2,1,0,1,96949.0,622,99409.0
0,1,-1,2,2,-1,0,3,-1,-1,2,-1,0,1,0,2,1,3,2,2,0,3,0,2,0,-1,2,0,1,3,1,1,1,3,-1,2,-1,2,0,3,2,1,0,3,2,1,1,-1,0,-1,97334.0,551,99469.0
3,0,2,-1,0,3,1,0,2,1,2,2,1,0,2,3,-1,1,0,-1,2,0,2,0,1,2,-1,0,3,0,0,1,-1,3,2,0,1,1,-1,-1,1,1,0,1,-1,-1,3,2,2,0,97236.0,568,99459.0
2,0,3,1,2,0,-1,2,1,1,1,3,1,2,-1,3,0,0,0,1,1,0,3,-1,-1,2,2,1,0,-1,0,-1,1,2,-1,0,0,2,2,-1,0,3,2,3,-1,3,1,0,1,-1,97373.0,553,99474.0
0,3,2,2,1,-1,3,1,0,-1,1,2,2,-1,1,3,0,-1,0,0,0,0,0,1,1,3,0,1,0,-1,2,-1,2,1,0,2,3,0,0,1,-1,1,2,2,2,1,2,1,2,2,97119.0,593,99440.0
2,3,0,0,2,1,0,1,-1,-1,0,0,2,2,1,1,0,-1,1,3,2,2,3,0,1,3,1,1,3,-1,2,0,3,2,-1,0,0,1,1,3,1,1,2,-1,2,2,-1,0,3,0,97215.0,609,99439.0
2,2,-1,1,3,1,0,1,0,2,0,3,1,2,0,2,-1,1,-1,3,1,-1,1,-1,1,-1,0,0,2,-1,1,3,3,2,-1,0,0,1,0,2,-1,0,-1,2,0,2,-1,1,1,3,97345.0,532,99481.0
-1,-1,-1,2,2,0,3,2,1,1,2,-1,-1,0,1,1,2,3,-1,0,3,2,1,0,3,2,-1,3,0,2,1,0,0,3,1,2,0,3,3,3,3,2,1,2,2,-1,1,1,1,1,97489.0,583,99469.0
3,3,2,3,3,1,2,-1,0,2,0,2,2,1,0,0,1,0,3,2,-1,1,2,1,-1,-1,3,3,-1,2,-1,1,0,3,1,2,2,1,1,-1,0,3,2,-1,0,2,2,1,1,0,97358.0,584,99435.0
2,2,0,0,1,1,1,1,2,3,1,1,0,1,1,0,1,3,1,2,2,0,2,-1,-1,0,3,2,-1,1,1,1,2,-1,3,-1,0,-1,0,2,0,3,1,0,2,-1,0,0,2,3,97088.0,593,99428.0
3,0,1,0,1,-1,1,3,0,3,1,-1,2,3,3,0,2,2,0,1,0,3,3,2,1,3,2,2,1,1,2,2,3,1,-1,1,3,3,1,2,-1,1,3,1,2,0,1,-1,-1,0,97362.0,606,99429.0
0,3,3,1,2,-1,2,1,1,0,1,3,0,0,-1,1,2,3,0,2,1,0,0,2,1,3,1,0,0,0,0,3,3,-1,-1,2,1,1,1,2,-1,-1,3,2,1,1,0,3,-1,0,97060.0,589,99436.0
2,3,2,1,3,1,-1,3,3,0,2,1,0,1,2,0,-1,0,0,1,0,0,2,2,-1,0,-1,-1,2,3,1,1,0,3,0,1,2,3,3,2,1,0,3,-1,3,0,3,1,2,3,97228.0,614,99421.0
-1,1,1,-1,1,-1,0,0,1,1,1,0,1,0,0,1,0,-1,-1,-1,3,2,2,-1,-1,1,-1,-1,0,-1,0,1,1,0,3,-1,1,2,2,-1,3,0,-1,2,1,0,-1,0,0,0,97375.0,508,99538.0
1,1,0,1,3,0,1,1,-1,-1,2,3,3,2,-1,-1,0,0,2,0,0,0,1,-1,2,2,1,0,1,3,2,-1,2,0,0,-1,2,2,2,-1,3,1,0,1,1,1,2,2,2,2,97363.0,583,99451.0
2,1,1,2,3,3,-1,0,1,2,2,3,3,2,0,1,0,3,0,1,-1,3,1,2,1,3,2,1,0,1,0,-1,2,0,1,2,2,-1,-1,1,3,0,1,-1,2,0,-1,-1,-1,2,97349.0,550,99454.0
2,1,1,-1,3,-1,2,3,0,2,3,1,1,1,2,1,0,2,-1,2,2,3,1,1,1,2,1,3,-1,0,1,-1,-1,0,2,2,3,0,2,1,0,3,0,0,1,3,-1,2,0,1,97321.0,601,99445.0
2,-1,0,1,0,2,0,-1,0,1,1,0,2,2,0,1,0,-1,2,-1,2,0,2,1,1,1,1,0,0,1,2,-1,3,2,3,-1,1,-1,1,-1,0,2,3,0,0,-1,-1,2,1,2,97177.0,557,99465.0
-1,3,1,2,3,0,2,2,2,0,0,3,2,3,2,-1,1,3,2,0,1,1,0,2,1,3,0,-1,1,2,0,1,2,3,1,2,0,2,1,3,1,0,2,1,1,1,3,0,0,-1,97091.0,642,99389.0
-1,1,-1,2,3,0,3,-1,1,0,-1,-1,-1,1,0,1,-1,1,2,0,2,2,0,1,0,1,0,-1,1,0,2,0,3,1,-1,3,3,1,1,0,0,2,2,2,0,2,2,1,3,1,97314.0,576,99484.0
0,3,1,0,-1,1,3,3,-1,3,1,0,2,2,2,1,1,0,1,0,0,0,1,-1,1,2,2,2,-1,2,-1,2,0,1,-1,-1,3,3,2,0,0,0,1,0,-1,1,2,2,1,2,97348.0,595,99458.0
3,3,0,1,2,1,0,2,0,0,3,2,-1,2,-1,1,1,1,-1,1,3,2,0,2,0,-1,2,1,1,2,0,-1,2,-1,1,0,1,-1,2,3,1,2,0,0,1,0,2,0,-1,0,97237.0,574,99474.0
1,0,1,1,0,-1,3,3,-1,2,0,0,1,0,-1,2,-1,0,0,3,-1,2,3,0,-1,-1,1,1,1,0,2,0,1,1,0,1,3,1,3,2,3,1,2,3,2,0,0,1,-1,-1,97055.0,558,99442.0
0,0,1,1,2,3,0,0,-1,0,3,1,3,3,2,2,3,0,0,1,2,1,0,-1,-1,2,1,-1,1,2,1,0,2,3,1,2,-1,0,2,-1,1,2,0,2,1,-1,-1,3,2,-1,97206.0,575,99446.0
2,0,3,1,3,2,2,-1,0,1,-1,3,1,2,1,-1,-1,0,1,3,0,-1,0,0,1,2,1,-1,0,2,1,0,1,0,2,2,0,-1,0,0,2,0,3,3,-1,1,3,3,2,2,97237.0,581,99436.0
3,1,-1,-1,0,3,0,1,2,-1,2,0,1,1,0,3,-1,-1,0,0,0,1,1,0,0,3,3,0,0,3,0,3,2,-1,0,2,0,1,3,1,2,2,-1,1,-1,1,-1,2,3,3,97282.0,568,99466.0
-1,-1,2,3,1,-1,0,2,2,2,3,2,2,-1,1,2,2,1,0,2,0,1,3,0,3,3,2,1,0,2,1,1,-1,0,2,1,1,0,0,3,1,2,3,1,-1,1,0,3,-1,1,97209.0,590,99424.0
2,3,3,2,-1,3,-1,1,2,1,1,1,0,-1,2,2,2,0,1,0,0,3,0,1,1,-1,0,2,2,-1,1,1,-1,1,0,-1,-1,1,3,2,2,2,1,3,3,1,0,3,1,2,97196.0,579,99435.0
2,-1,1,3,1,-1,1,1,2,0,1,3,2,3,-1,3,-1,-1,1,2,2,3,2,-1,0,0,3,2,0,1,2,2,0,3,-1,1,1,3,0,3,1,-1,3,1,1,3,3,2,2,0,97459.0,585,99436.0
0,3,3,1,2,1,1,-1,-1,2,0,0,-1,2,0,2,0,0,-1,2,2,2,2,-1,2,0,2,-1,-1,0,1,1,-1,3,1,2,-1,1,3,0,-1,3,1,1,0,2,0,2,0,2,97334.0,559,99487.0
3,0,3,-1,2,3,0,0,-1,3,3,2,2,1,1,1,1,3,0,2,1,0,2,0,0,2,3,3,2,1,-1,2,0,1,3,2,0,2,2,1,2,1,0,2,1,-1,1,1,3,-1,97359.0,627,99417.0
-1,2,-1,1,2,-1,-1,2,-1,3,1,-1,0,1,0,0,3,-1,1,1,1,2,1,0,-1,-1,3,1,0,3,0,-1,1,1,3,0,-1,-1,1,2,2,2,2,3,0,2,3,0,0,0,97408.0,518,99495.0
1,0,2,1,3,-1,0,3,1,0,2,1,2,2,0,3,0,0,1,2,1,1,-1,1,1,0,-1,3,1,0,0,2,3,-1,0,3,3,1,2,-1,3,3,1,0,0,-1,1,1,-1,3,97158.0,596,99440.0
-1,1,3,0,0,-1,2,2,1,-1,2,0,0,3,0,2,1,-1,2,2,-1,3,-1,1,1,0,1,1,3,2,-1,3,0,0,2,-1,2,-1,3,2,1,3,2,1,0,0,1,2,2,0,97256.0,567,99461.0
3,1,0,3,-1,1,0,3,3,2,2,2,1,0,2,2,1,0,-1,0,-1,0,3,0,-1,1,2,0,2,1,-1,2,-1,-1,2,1,0,0,1,0,2,2,0,-1,1,-1,2,-1,-1,1,97542.0,541,99488.0
3,0,-1,2,-1,1,2,1,0,3,0,0,-1,1,2,0,1,0,2,2,-1,2,1,1,2,0,1,0,1,-1,2,0,-1,1,1,-1,1,1,3,3,0,3,2,2,1,0,3,-1,1,1,97111.0,581,99432.0
3,0,3,0,3,1,2,3,2,3,-1,2,0,0,0,3,2,3,3,-1,2,1,-1,0,2,2,2,1,2,1,2,3,2,1,3,0,2,1,0,-1,1,1,1,2,0,1,0,0,3,1,97152.0,650,99388.0
1,1,0,-1,1,-1,3,1,1,0,0,3,0,2,1,-1,0,2,1,3,0,3,0,2,1,1,1,3,2,2,2,-1,0,1,1,1,0,2,2,-1,-1,2,0,0,2,-1,3,-1,-1,-1,97385.0,547,99473.0
0,0,2,1,2,3,2,0,3,-1,2,1,3,0,2,3,2,2,1,0,1,2,-1,2,0,-1,0,-1,-1,2,1,3,1,3,3,0,2,-1,1,3,2,3,0,1,0,2,1,1,0,0,97212.0,607,99429.0
1,3,1,0,0,-1,0,2,3,3,2,0,1,-1,-1,0,1,0,3,1,0,0,1,1,3,-1,1,2,3,0,0,3,0,1,2,2,3,2,1,2,0,1,2,1,2,1,-1,-1,0,2,97040.0,602,99417.0
3,0,2,3,2,1,-1,0,2,-1,-1,2,0,0,-1,1,-1,0,1,1,1,1,1,0,2,3,1,1,1,2,0,1,2,1,-1,1,0,-1,2,2,0,0,-1,2,-1,3,2,1,0,-1,97292.0,544,99476.0
0,2,3,2,1,3,3,-1,2,-1,3,-1,1,2,2,1,0,1,0,0,-1,1,0,2,-1,-1,2,1,1,1,-1,2,0,0,-1,2,3,2,2,-1,1,0,0,1,2,2,0,1,3,0,97327.0,570,99467.0
1,2,3,1,-1,2,3,0,-1,3,1,-1,2,1,2,-1,0,2,2,3,-1,1,0,0,3,-1,0,1,-1,0,1,0,1,2,1,1,3,2,2,0,2,0,2,3,0,1,3,-1,0,1,97189.0,585,99435.0
0,2,3,2,2,1,1,1,3,-1,2,-1,-1,0,1,-1,0,2,0,0,3,1,3,-1,1,2,-1,2,0,1,2,0,0,-1,1,2,1,0,3,1,3,2,0,-1,3,1,0,-1,1,0,97343.0,576,99477.0
1,0,1,0,2,0,2,0,3,-1,0,1,3,-1,-1,2,1,1,0,0,1,3,0,2,-1,2,0,3,2,2,2,0,2,1,1,1,-1,-1,0,3,0,2,2,1,-1,1,2,1,0,1,97035.0,586,99434.0
-1,2,0,2,2,3,2,2,2,0,1,1,2,1,3,1,2,0,-1,-1,3,2,3,1,3,-1,3,0,1,1,1,1,0,3,0,1,-1,-1,2,-1,0,1,3,-1,1,3,1,0,0,3,97258.0,585,99441.0
2,-1,0,0,0,-1,1,-1,1,0,0,0,3,0,3,3,3,2,0,2,3,2,1,1,-1,1,0,2,3,-1,2,-1,1,2,1,1,0,2,0,2,0,-1,3,0,1,2,1,2,1,3,97022.0,599,99418.0
-1,0,1,2,2,2,1,-1,2,1,1,3,2,2,1,-1,3,0,1,2,1,1,0,2,0,2,0,2,3,1,1,-1,1,-1,1,1,2,-1,-1,2,3,3,0,-1,0,3,-1,1,-1,0,97541.0,545,99483.0
2,-1,0,2,-1,0,1,2,3,0,1,2,-1,2,0,1,-1,0,0,3,3,1,1,3,0,-1,1,3,3,1,2,-1,0,3,0,2,0,-1,0,3,1,1,2,-1,1,2,1,0,1,2,97236.0,579,99450.0
-1,2,-1,-1,1,-1,1,1,0,3,0,2,1,-1,3,0,0,2,-1,1,0,2,3,0,1,-1,1,2,0,-1,0,-1,3,-1,1,1,2,1,1,2,2,2,3,-1,1,0,0,0,1,2,97387.0,539,99499.0
2,3,1,-1,1,1,2,0,0,-1,1,0,2,1,0,0,2,3,2,0,0,1,1,1,1,1,0,3,1,3,0,3,2,-1,2,-1,0,0,0,-1,2,1,1,-1,0,0,-1,3,2,1,97128.0,603,99439.0
-1,0,2,0,2,3,2,3,1,1,1,0,0,3,1,3,0,1,1,2,1,1,2,0,0,3,2,-1,0,3,1,-1,0,0,2,0,2,1,3,1,3,2,2,3,0,2,1,1,-1,2,97056.0,636,99408.0
1,2,-1,-1,2,1,-1,-1,0,0,0,0,2,1,1,0,0,-1,2,1,3,-1,-1,1,1,0,1,2,2,2,0,1,1,0,0,0,3,-1,3,1,2,3,3,2,2,3,1,0,1,0,97062.0,569,99450.0
0,1,0,-1,-1,1,-1,-1,1,0,0,-1,0,0,2,2,1,1,3,2,0,2,-1,3,-1,2,-1,3,0,2,-1,-1,1,-1,1,2,2,1,2,1,1,0,-1,0,0,3,-1,2,0,1,97655.0,519,99546.0
1,0,3,0,3,1,-1,1,2,2,-1,-1,1,1,0,3,3,0,3,3,0,2,2,2,-1,1,1,0,3,1,-1,1,0,2,0,1,3,2,-1,0,2,0,2,2,2,-1,3,0,1,1,97313.0,594,99445.0
0,2,0,0,0,-1,3,0,-1,-1,0,1,3,-1,-1,1,1,1,2,-1,1,1,2,0,0,1,3,0,2,1,3,1,1,1,0,3,-1,3,1,2,-1,-1,3,-1,2,0,2,0,2,2,97278.0,551,99464.0
-1,2,0,2,-1,0,0,2,0,0,3,1,3,1,0,1,2,3,3,2,1,2,1,2,-1,0,0,3,2,1,2,0,1,2,1,3,-1,0,2,-1,1,0,-1,-1,3,1,0,2,2,3,97166.0,599,99419.0
0,3,2,0,3,3,3,1,2,2,1,0,0,-1,-1,3,2,3,1,-1,0,1,0,1,3,1,2,0,1,2,3,2,2,1,0,0,0,-1,1,2,-1,1,2,1,1,0,0,-1,3,0,97092.0,599,99418.0
3,1,-1,3,2,0,0,0,1,2,2,3,0,-1,0,-1,0,3,0,2,1,3,1,2,0,1,-1,1,3,-1,2,1,1,2,2,3,1,0,2,0,2,0,3,3,2,-1,0,1,0,3,97162.0,609,99417.0
1,0,0,3,2,-1,1,-1,-1,-1,3,-1,1,3,2,0,1,0,2,3,3,1,1,1,1,3,2,0,2,2,2,0,3,2,-1,-1,3,2,2,0,2,0,1,0,1,-1,2,2,3,1,97504.0,582,99463.0
0,3,1,0,3,1,2,0,0,1,3,2,-1,3,2,-1,2,1,3,2,3,2,3,2,2,3,3,3,3,0,2,0,2,1,0,2,0,0,1,0,0,1,1,1,1,2,0,-1,-1,3,97120.0,641,99400.0
2,3,0,2,2,-1,2,3,-1,0,1,0,2,0,3,-1,1,-1,3,2,0,0,3,-1,1,0,2,2,1,1,-1,1,1,0,0,0,1,3,1,2,2,3,1,0,0,2,1,0,1,2,97143.0,621,99418.0
2,3,2,0,0,2,1,0,2,-1,1,3,2,0,3,0,0,0,1,0,1,3,1,-1,1,1,3,2,1,2,0,-1,2,1,2,0,0,0,3,2,0,-1,1,3,-1,2,2,2,1,3,97038.0,622,99411.0
-1,2,1,3,0,2,3,3,1,2,1,-1,2,1,1,1,0,0,1,0,-1,2,2,3,-1,3,-1,1,3,3,0,-1,2,-1,-1,1,2,2,0,0,0,1,0,0,3,1,2,1,3,3,97416.0,585,99452.0
1,1,1,-1,-1,0,-1,2,1,3,3,0,2,2,0,-1,-1,1,1,2,0,0,3,0,2,-1,-1,-1,2,1,1,0,0,-1,2,1,2,3,2,3,2,0,0,3,0,1,0,3,2,3,97428.0,572,99472.0
0,0,3,2,-1,1,-1,3,-1,0,2,2,2,1,2,0,3,1,2,2,1,2,3,-1,-1,1,1,0,0,1,0,-1,1,3,3,1,2,1,1,0,0,2,-1,3,0,-1,1,0,0,2,97232.0,575,99449.0
1,1,2,2,2,2,2,0,-1,3,0,0,2,0,1,-1,3,3,0,1,3,1,2,0,2,0,0,1,-1,0,2,2,1,3,3,2,-1,2,3,1,-1,3,0,0,1,-1,0,1,1,2,97122.0,608,99414.0
-1,1,-1,1,-1,2,1,1,2,2,0,-1,-1,2,2,1,2,0,0,-1,0,2,3,0,0,1,2,0,-1,3,1,-1,0,-1,1,1,2,2,2,3,2,-1,1,1,0,-1,0,3,-1,0,97538.0,529,99522.0
1,1,2,3,-1,-1,0,3,3,2,1,3,2,2,0,1,-1,2,-1,0,2,2,0,0,3,3,3,1,3,2,0,-1,2,1,-1,0,2,2,0,0,3,1,2,0,-1,2,3,1,1,3,97459.0,602,99451.0
2,-1,0,1,2,3,2,2,3,3,3,1,1,0,2,0,0,0,2,-1,2,0,-1,-1,-1,1,2,1,2,3,1,1,1,0,1,2,1,-1,2,0,2,0,0,3,3,1,0,-1,0,0,97128.0,598,99419.0
2,-1,3,0,-1,2,1,0,0,2,0,-1,-1,3,2,1,1,2,0,0,1,2,1,1,1,2,0,-1,2,1,1,1,0,3,1,2,-1,3,3,2,-1,0,0,3,1,0,2,0,1,-1,97174.0,585,99450.0
3,0,1,1,1,-1,2,-1,2,-1,2,-1,0,2,0,1,-1,3,2,1,0,1,2,0,1,1,3,0,3,0,-1,1,1,1,0,-1,1,-1,-1,1,2,0,2,-1,2,2,-1,0,1,0,97450.0,537,99502.0
3,-1,2,2,0,2,0,1,0,-1,-1,2,3,-1,1,0,2,0,-1,1,0,0,3,-1,3,1,3,2,2,-1,2,0,1,1,1,3,0,0,3,0,2,1,-1,2,0,2,0,3,-1,3,97389.0,571,99464.0
2,-1,-1,3,2,2,0,0,-1,2,-1,0,1,0,-1,1,3,1,0,2,1,-1,0,0,0,1,-1,3,1,3,1,-1,-1,3,1,2,0,3,2,-1,0,2,0,1,2,0,1,2,0,3,97238.0,549,99453.0
-1,1,3,3,3,3,2,3,2,1,2,3,1,-1,1,1,2,1,2,2,-1,3,3,-1,3,2,3,3,1,1,3,3,3,0,-1,1,0,2,0,0,0,2,2,1,0,2,0,0,1,2,97353.0,620,99403.0
0,2,2,2,0,1,0,0,3,3,2,2,-1,2,3,-1,1,-1,0,2,1,3,3,1,0,1,-1,0,3,1,2,1,1,0,-1,1,2,0,2,2,2,2,0,1,-1,0,1,3,0,0,97149.0,624,99429.0
2,2,2,0,0,3,-1,2,2,1,3,1,3,3,-1,3,0,1,0,1,3,3,2,1,0,2,1,0,2,3,3,0,3,0,1,0,2,1,1,0,1,2,0,3,3,-1,1,-1,3,0,97109.0,624,99401.0
-1,2,1,2,1,3,0,1,3,0,-1,1,1,3,0,3,0,1,2,-1,1,1,0,1,0,0,3,3,0,2,2,0,2,3,3,0,1,0,-1,0,1,-1,3,3,0,2,3,2,0,-1,97056.0,614,99405.0
2,1,3,2,-1,-1,0,3,3,2,0,0,-1,-1,-1,0,0,1,1,0,2,2,-1,1,0,2,1,-1,0,-1,3,2,0,1,-1,-1,-1,-1,0,1,-1,3,2,0,2,1,3,1,3,1,97669.0,513,99525.0
-1,-1,-1,0,-1,1,2,1,2,0,-1,-1,0,-1,3,0,1,1,3,1,3,0,2,3,-1,-1,0,0,1,-1,-1,2,0,2,1,2,3,1,1,0,1,2,3,1,1,0,2,0,2,3,97354.0,547,99487.0
1,2,3,0,-1,2,2,-1,1,3,0,3,3,0,3,0,3,-1,2,0,-1,2,3,1,0,2,0,2,0,3,1,2,1,-1,0,1,2,3,2,-1,3,1,0,0,1,3,0,0,-1,0,97286.0,596,99430.0
2,1,2,3,-1,1,-1,-1,0,2,3,3,2,0,0,2,3,2,0,0,1,1,2,2,1,2,0,2,3,3,1,1,0,-1,-1,1,-1,0,0,1,1,2,0,1,0,1,1,3,0,1,97159.0,608,99431.0
0,-1,1,2,1,1,2,0,1,3,2,1,1,2,2,1,-1,1,0,0,0,-1,2,2,1,0,3,1,1,3,1,0,1,2,0,0,0,2,3,3,2,0,1,0,2,3,2,0,3,-1,96880.0,633,99373.0
-1,-1,1,2,3,0,0,2,1,1,1,1,3,0,3,-1,2,2,2,0,-1,0,-1,1,1,-1,3,0,3,0,2,0,1,3,2,0,0,-1,2,2,0,2,-1,2,1,3,-1,0,0,2,97242.0,560,99434.0
1,0,1,3,0,3,-1,2,2,-1,-1,3,1,0,3,1,1,2,2,0,2,-1,3,0,1,0,2,-1,3,1,0,0,2,2,-1,2,2,3,2,-1,0,0,1,2,3,0,1,3,3,-1,97378.0,583,99442.0
-1,3,0,-1,1,-1,0,0,0,0,2,3,1,1,0,1,1,0,0,2,2,0,0,1,1,1,3,2,2,1,-1,2,2,0,3,3,-1,1,2,2,3,-1,0,1,2,1,3,1,2,2,97072.0,615,99422.0
-1,3,2,-1,0,2,0,0,1,3,0,1,-1,1,2,2,2,-1,2,1,0,2,2,0,1,0,1,-1,-1,1,0,3,2,3,0,0,1,0,0,1,2,1,-1,0,-1,1,-1,1,1,1,97265.0,579,99474.0
3,-1,1,2,-1,2,0,1,2,1,3,2,1,1,0,0,-1,1,2,1,3,0,2,2,0,0,-1,1,2,3,1,2,-1,1,0,0,1,1,0,2,0,0,1,0,-1,-1,2,3,2,-1,97150.0,580,99437.0
0,3,2,3,2,1,0,0,1,1,3,-1,3,-1,2,3,1,0,1,2,-1,1,2,0,0,0,1,1,0,3,-1,0,1,2,0,1,1,0,1,2,2,2,-1,3,0,2,1,-1,0,1,96970.0,609,99413.0
0,2,1,-1,0,3,1,2,-1,0,2,3,1,2,0,1,3,0,1,0,2,0,1,3,0,1,2,3,0,2,1,1,2,2,2,1,1,0,1,-1,-1,3,3,2,0,3,2,0,1,1,96954.0,639,99395.0
-1,2,3,2,1,-1,3,0,2,2,2,0,3,3,0,1,1,1,1,2,2,-1,2,1,3,1,3,-1,1,1,2,0,0,3,2,1,1,2,2,3,3,0,2,3,0,0,0,1,1,1,97086.0,633,99387.0
0,1,-1,1,1,3,-1,3,3,1,2,2,1,3,-1,1,3,0,-1,-1,2,2,0,2,0,2,2,-1,-1,1,2,2,-1,0,2,1,2,3,-1,0,0,0,2,3,0,1,1,2,-1,-1,97500.0,531,99493.0
1,0,0,-1,2,1,1,1,3,3,3,3,3,3,3,1,0,3,2,1,-1,0,2,-1,2,-1,0,0,1,3,2,2,3,2,1,2,0,1,0,2,2,1,1,0,0,0,1,-1,1,2,97169.0,616,99398.0
0,0,0,2,0,-1,3,0,0,1,3,-1,0,-1,2,2,1,1,0,2,-1,0,1,1,0,0,0,3,2,2,2,-1,2,1,2,3,1,2,1,3,0,1,1,-1,3,-1,3,1,3,2,97151.0,588,99429.0
-1,1,3,0,2,0,0,0,2,0,2,2,3,0,1,3,-1,2,2,1,1,2,3,2,2,-1,-1,2,1,-1,2,2,0,-1,3,2,0,-1,0,0,1,1,1,3,3,1,3,2,3,1,97380.0,594,99435.0
0,0,2,2,2,1,1,3,0,0,2,1,-1,-1,1,0,-1,2,3,-1,0,2,2,2,3,1,2,3,3,-1,0,2,0,-1,2,2,3,1,1,0,-1,-1,2,3,1,0,0,3,1,1,97320.0,591,99445.0
-1,3,3,2,0,0,0,-1,2,0,1,0,1,0,2,1,2,1,-1,1,1,-1,0,3,2,2,1,-1,0,1,3,3,1,0,2,-1,3,0,-1,0,3,-1,0,0,3,-1,1,2,2,3,97310.0,562,99461.0
0,1,1,-1,0,0,0,1,-1,3,0,2,2,3,2,3,0,-1,0,3,2,2,2,2,2,1,0,1,0,1,2,1,3,2,3,0,2,3,1,1,0,1,-1,2,0,2,3,3,0,0,96982.0,643,99391.0
0,3,3,0,3,0,-1,-1,1,-1,1,2,2,1,1,2,1,0,0,3,3,2,1,3,0,2,3,0,2,-1,1,1,2,1,1,2,3,0,0,0,1,2,2,-1,1,0,3,0,2,0,97030.0,619,99418.0
3,1,2,1,3,3,-1,0,2,2,1,-1,0,2,0,0,0,-1,1,0,0,1,1,0,3,0,2,1,2,1,2,2,1,-1,-1,2,2,2,3,2,2,0,-1,0,1,0,-1,1,-1,2,97281.0,585,99457.0
-1,0,3,3,2,1,3,1,0,0,1,1,2,0,1,-1,0,0,0,2,2,1,-1,3,1,2,0,0,2,0,2,2,0,3,1,2,1,-1,3,2,2,-1,3,1,-1,0,1,1,1,-1,97078.0,598,99420.0
1,2,2,1,-1,3,1,1,0,2,3,0,3,1,0,2,-1,2,0,1,1,0,0,0,3,1,3,0,-1,2,3,0,2,0,2,2,0,-1,-1,2,1,1,3,3,1,2,-1,-1,-1,2,97259.0,576,99452.0
1,0,-1,3,1,0,3,2,1,0,2,-1,0,0,0,2,-1,1,0,3,3,1,2,1,2,-1,3,0,0,0,-1,2,2,2,-1,3,2,1,1,0,1,2,-1,1,2,1,3,2,3,2,97179.0,596,99440.0
0,-1,3,0,2,1,2,1,0,2,0,-1,1,-1,2,0,3,2,2,1,1,2,2,-1,1,1,2,-1,0,2,1,-1,1,-1,-1,0,0,3,2,-1,0,1,3,0,3,2,2,1,-1,3,97429.0,561,99483.0
3,1,2,1,-1,0,1,2,0,3,0,3,0,3,3,-1,-1,2,1,-1,3,-1,2,0,0,1,2,2,2,0,1,3,1,2,1,2,0,1,0,-1,-1,1,3,2,-1,2,0,1,-1,0,97367.0,567,99450.0
2,3,3,0,2,1,-1,2,1,1,2,-1,3,2,1,-1,-1,2,-1,2,3,2,0,3,3,3,3,0,2,0,-1,-1,3,1,1,1,1,1,2,0,-1,2,2,1,1,-1,1,1,3,2,97632.0,567,99489.0
2,-1,0,-1,1,2,1,0,2,2,-1,3,3,2,1,-1,1,-1,3,0,3,2,0,1,2,3,0,0,0,3,-1,2,1,1,-1,1,2,0,3,3,-1,1,-1,3,2,2,0,3,1,0,97442.0,579,99457.0
0,-1,1,3,1,2,0,1,0,0,0,3,2,3,2,3,1,1,0,1,2,2,2,3,1,1,3,2,2,0,0,3,1,0,2,0,2,2,2,0,3,3,3,2,1,-1,1,1,-1,3,96992.0,645,99380.0
2,0,2,2,3,1,-1,0,0,2,-1,2,2,0,0,0,2,1,3,-1,0,3,3,3,1,2,0,3,2,3,3,0,2,-1,2,1,1,3,1,0,1,2,0,3,-1,1,0,3,1,0,97233.0,628,99405.0
0,1,1,0,3,0,-1,0,1,2,1,2,-1,2,1,3,3,1,0,0,3,2,-1,2,1,1,0,2,3,-1,1,-1,-1,2,3,-1,1,-1,0,3,-1,2,2,-1,2,-1,1,0,2,1,97508.0,531,99494.0
3,-1,2,2,-1,-1,1,1,2,-1,1,1,2,0,2,0,2,0,1,-1,3,0,3,2,2,0,2,3,0,0,1,1,0,-1,1,2,3,-1,1,2,3,-1,3,0,2,0,0,2,1,1,97202.0,583,99435.0
3,-1,3,0,3,3,-1,3,0,1,2,1,0,0,0,-1,2,0,1,3,3,0,1,-1,2,1,2,3,-1,0,1,2,1,-1,2,0,2,1,2,1,0,2,3,3,2,3,2,0,0,0,97116.0,610,99413.0
2,3,1,2,0,1,2,2,0,1,3,3,-1,0,-1,0,0,1,-1,-1,0,-1,0,2,2,2,1,-1,0,3,1,1,1,-1,0,1,2,2,1,0,0,3,2,0,-1,2,0,1,1,1,97194.0,586,99460.0
2,2,3,0,3,-1,0,1,1,0,0,2,0,2,1,2,3,2,1,-1,0,1,3,-1,-1,3,0,2,3,1,3,0,1,1,0,1,3,2,-1,0,-1,0,3,0,-1,1,2,1,-1,3,97195.0,573,99442.0
-1,3,2,1,-1,-1,2,3,2,2,2,3,1,1,1,3,3,1,0,0,2,3,-1,3,2,1,0,1,3,-1,2,1,0,0,2,0,2,0,3,2,0,3,3,0,0,-1,3,1,-1,0,97317.0,593,99447.0
